Firm,original_leaf,canonical_leaf,row_view,row_source,row_date,join_type,candidate_generation_rule,token_overlap,relationship_verdict,mapping_action,review_required,mapping_reason
Aviva,EM Debt - Local Currency,,O,House View,26/03/2026,near_leaf,structural,0.6000,distinct,kept,false,"Local-currency EM debt — ""Emerging Govt (Local Currency) — 1 (Overweight)"" — a separate instrument with the opposite view."
Aviva,US IG Credit,,U,House View,26/03/2026,near_leaf,structural,0.5000,distinct,kept,false,"US IG credit — ""US Investment Grade — -2 (Underweight)"" — a separate region."
Aviva,Europe IG Credit,,U,House View,26/03/2026,near_leaf,structural,0.5000,distinct,kept,false,"European IG credit — ""European Investment Grade — -1 (Underweight)"" — a distinct region."
Aviva,UK IG Credit,,N,House View,26/03/2026,near_leaf,structural,0.5000,distinct,kept,false,"UK IG credit — ""UK Investment Grade — 0 (Neutral)"" — a separate region with a different view."
Aviva,UK Gilts,,O,House View,26/03/2026,near_leaf,structural,0.6000,distinct,kept,false,"Aggregate UK gilts call — ""Nominal Government > UK — 1 (Overweight)"" — the net position, distinct from the individual curve segments."
Aviva,Short-Dated UK Gilts,,O,House View,26/03/2026,near_leaf,structural,0.6000,distinct,kept,false,"Front-end call from an explicit steepener — ""front end softness"" implies an overweight in short-dated gilts."
Aviva,Long-Dated UK Gilts,,U,House View,26/03/2026,near_leaf,structural,0.6000,distinct,kept,false,"Long-end call from the same steepener — ""structural upward pressure on long end premia"" implies an underweight in long-dated gilts, opposite the short end."
Aviva,US Treasuries,US Treasuries,U,House View,26/03/2026,near_leaf,structural,0.5000,same_claim,winner,true,"One bearish US-duration position — ""Nominal Government > US — -1 (Underweight)"" concentrated in the long end where ""we expect... higher long term yields"" implies an underweight in long-dated US Treasuries, with no competing front-end call."
Aviva,Long-Dated US Treasuries,US Treasuries,U,House View,26/03/2026,near_leaf,structural,0.5000,same_claim,merged,true,"One bearish US-duration position — ""Nominal Government > US — -1 (Underweight)"" concentrated in the long end where ""we expect... higher long term yields"" implies an underweight in long-dated US Treasuries, with no competing front-end call."
Bank of America (Private Bank),US Equities Equal-Weighted,,O,2026 Midyear Outlook,,near_leaf,structural,0.5000,distinct,kept,false,"This row is about the reasonably-valued 'average stock in the S&P 500' projected to deliver 6-7% returns — a genuine equal-weighted breadth call, not the broad-index election point."
Bank of America (Private Bank),US Equities,,O,2026 Midyear Outlook,,near_leaf,structural,0.5000,distinct,kept,false,"This row is a broad US-equity timing call that 'election-related volatility should be viewed as a buying or repositioning opportunity', distinct from the equal-weighted average-stock valuation thesis."
Barclays Private,Emerging Markets Equities,,O,Barclays Private Bank Mid Year Outlook 2026 Global,15/06/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,Standalone EM-equity call: 'Emerging market bonds/EM — Positive view (+)' on valuations and AI-supply-chain exposure.
Barclays Private,Asia Equities,,O,Barclays Private Bank Mid Year Outlook 2026 Global,15/06/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,"Distinct geographic sub-call favouring 'AI supply-chain-exposed Asia' equities specifically, a country/region subset separate from the broad EM leaf."
Barclays Private,UK Equities,,N,Barclays Private Bank Mid Year Outlook 2026 Global,15/06/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,Separate regional grid call: 'UK — Neutral view (=)'.
Barclays Private,US Equities,,N,Barclays Private Bank Mid Year Outlook 2026 Global,15/06/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,Separate regional grid call: 'US — Neutral view (=)'.
Barclays Private,Equities - General,,N,Barclays Private Bank Mid Year Outlook 2026 Global,15/06/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,"Broad asset-class stance 'Equities — Neutral view (=)', separate from the individual regional/segment calls."
Barclays Private,Europe Equities,,N,Barclays Private Bank Mid Year Outlook 2026 Global,15/06/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,Separate regional grid call: 'Eurozone — Neutral view (=)'.
Barclays Private,Japan Equities,,U,Barclays Private Bank Mid Year Outlook 2026 Global,15/06/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,Separate regional grid call: 'Japan — Cautious view (-)'.
Barclays Private,Large Cap Equities,,O,Barclays Private Bank Mid Year Outlook 2026 Global,15/06/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,"Distinct size-factor call: 'We prefer large caps over small caps', separate from any geographic leaf."
Barclays Private,US Equities Equal-Weighted,,O,Barclays Private Bank Mid Year Outlook 2026 Global,15/06/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,"Distinct breadth call that 'equal-weighted indices have scope to outperform market-cap-weighted benchmarks', separate from the cap-weighted US regional stance."
Barclays Private,Duration,Duration,N,Barclays Private Bank Mid Year Outlook 2026 Global,15/06/2026,near_leaf,structural,0.5000,same_claim,winner,true,"Both rows quote the identical single sentence 'We remain neutral on duration (4-6 years) with a clear bias to extend exposure to the longer-dated part of the curve on yield spikes', so the stated neutral overall-duration stance governs while the conditional long-end bias folds in behind it."
Barclays Private,Duration - Long,Duration,O,Barclays Private Bank Mid Year Outlook 2026 Global,15/06/2026,near_leaf,structural,0.5000,same_claim,superseded,true,"Both rows quote the identical single sentence 'We remain neutral on duration (4-6 years) with a clear bias to extend exposure to the longer-dated part of the curve on yield spikes', so the stated neutral overall-duration stance governs while the conditional long-end bias folds in behind it."
Barclays Private,US Duration,,U,Barclays Private Bank Mid Year Outlook 2026 Global,15/06/2026,near_leaf,structural,0.5000,distinct,kept,false,"Country-specific call preferring 'slightly short duration in the US', distinct from the overall duration stance."
Barclays Private,Europe Duration,,O,Barclays Private Bank Mid Year Outlook 2026 Global,15/06/2026,near_leaf,structural,0.5000,distinct,kept,false,"Country-specific call supporting 'a slightly longer duration stance in euro portfolios versus neutral', distinct from the overall duration stance."
Barclays Private,EM Debt - General,,O,Barclays Private Bank Mid Year Outlook 2026 Global,15/06/2026,near_leaf,structural,0.5000,distinct,kept,false,Broad grid call 'Emerging market bonds — Positive view (+)' on the general EM-debt leaf.
Barclays Private,EM Debt - Hard Currency,,O,Barclays Private Bank Mid Year Outlook 2026 Global,15/06/2026,near_leaf,structural,0.5000,distinct,kept,false,"Specific sub-segment call that 'hard-currency emerging market debt, which on a selected basis offers solid carry opportunities' warrants a slight overweight, distinct from the broad EM-debt grid rating."
Barclays Private,Euro Govt Bonds,,O,Barclays Private Bank Mid Year Outlook 2026 Global,15/06/2026,near_leaf,structural,0.5000,distinct,kept,false,"Euro-area sovereign call seeing 'the risk skewed towards an extended pause rather than the full tightening cycle', supportive of euro govt bonds."
Barclays Private,French Govt Bonds,,UNCERTAIN,Barclays Private Bank Mid Year Outlook 2026 Global,15/06/2026,near_leaf,structural,0.5000,distinct,kept,false,Country-specific France call flagging that 'fiscal slippage ... could generate significant volatility in French government bond yields' without a directional stance.
Barclays Private,Relative Value - FI Sovereign,,O,Barclays Private Bank Mid Year Outlook 2026 Global,15/06/2026,near_leaf,structural,0.6000,distinct,kept,false,Favourable call on 'Fixed income sovereign relative value ... among the more attractive segments'.
Barclays Private,Relative Value - FI Convertible Arbitrage,,O,Barclays Private Bank Mid Year Outlook 2026 Global,15/06/2026,near_leaf,structural,0.6000,distinct,kept,false,Favourable call on 'convertible arbitrage approaches remain among the more attractive segments'.
Barclays Private,Relative Value - FI Asset-Backed,,U,Barclays Private Bank Mid Year Outlook 2026 Global,15/06/2026,near_leaf,structural,0.6000,distinct,kept,false,Cautious call that 'asset-backed Relative Value ... appear to be less attractive when spreads are tight'.
Barclays Private,Relative Value - FI Corporate,,U,Barclays Private Bank Mid Year Outlook 2026 Global,15/06/2026,near_leaf,structural,0.6000,distinct,kept,false,"Cautious call that 'more levered corporate credit trades ... appear to be less attractive', a separate sub-strategy from asset-backed."
BlackRock,IT/Tech/Telecomms (inc. AI),AI,O,2026 Midyear Global Outlook,30/06/2026,near_leaf,short_label_containment,0.2000,same_claim,winner,true,"Both express BlackRock's one AI-buildout conviction — 'focus on AI bottleneck opportunities: power, chips and data centers' and 'targeted exposures to physical AI and the buildout's bottlenecks' — so the AI thematic leaf most precisely names the shared position."
BlackRock,AI,AI,O,2026 Midyear Global Outlook,30/06/2026,near_leaf,short_label_containment,0.2000,same_claim,merged,true,"Both express BlackRock's one AI-buildout conviction — 'focus on AI bottleneck opportunities: power, chips and data centers' and 'targeted exposures to physical AI and the buildout's bottlenecks' — so the AI thematic leaf most precisely names the shared position."
BlackRock,Japan Govt Bonds,,U,2026 Midyear Global Outlook,30/06/2026,near_leaf,structural,0.5000,distinct,kept,false,Country-specific underweight: 'Japanese govt bonds — Positioning -2 / Underweight' on rate hikes and heavy issuance.
BlackRock,China Govt Bonds,,N,2026 Midyear Global Outlook,30/06/2026,near_leaf,structural,0.5000,distinct,kept,false,"Country-specific neutral: 'China govt bonds — Positioning Neutral', a separate sovereign from Japan."
BlackRock,EM Debt - Local Currency,,O,2026 Midyear Global Outlook,30/06/2026,near_leaf,structural,0.6000,distinct,kept,false,"Overweight EM local-currency debt is a separate call: ""We like the yield relative to its volatility and improving fundamentals."""
BlackRock,EM Debt - Hard Currency,,N,2026 Midyear Global Outlook,30/06/2026,near_leaf,structural,0.6000,distinct,kept,false,"Neutral EM hard-currency debt is a genuinely different exposure and view: ""we see a more attractive risk-reward profile in EM local debt."""
BlackRock,Europe Equities,,N,2026 Midyear Global Outlook,30/06/2026,near_leaf,structural,0.6667,distinct,kept,false,"The broad Europe equities stance is neutral: ""We are neutral. We would need to see more business-friendly policy."""
BlackRock,Europe Equities - Financials,,O,2026 Midyear Global Outlook,30/06/2026,near_leaf,structural,0.6667,distinct,kept,false,"Financials is a targeted sub-sector call inside neutral Europe: ""We favor financials, infrastructure, and industrials."""
